2026108736-1599050979,87,15,13
2064118609-1618233122857,48,2,7
2064118781-1621946355018,36,2,6
2064119182-1608984963898,89,6,73
2064119477-1619259348674,51,2,40
2064119957-1618727594853,94,7,34
2064120321-1607428567781,46,9,51
2064121473-1607337680057,121,2,3
2064121554-1616325908,45,9,32
2064121563-1617100476049,51,4,60
2064121727-1622896190560,50,13,48
2064121775-1615377855930,48,17,54
2064121981-1623586503,110,7,13
2064122872-1617196744315,37,44,46
2064122872-1619087056745,29,17,38
2064123224-1617103838498,29,18,56
2064123441-1616498866866,31,1,13
2064123844-1592123686782,117,14,60
2064123844-1615555426777,37,7,43
2064123864-1617362603,166,4,23
2064123864-1618569083,55,6,26
2064123864-1618572624,162,11,56
2064124384-1621343049,6,8,21
2064124931-1617369494116,68,42,36
2064125247-1620817902800,14,0,11
2064125333-1616066722795,26,18,64
2064125333-1617449964507,74,11,28
2064125825-1617024081301,20,3,7
2064125842-1615713703894,35,3,37
2064126156-1622551319665,13,26,72
2064126571-1617018616445,48,7,15
2064126585-1622032548873,58,8,25
2064127108-1619244846882,40,0,17
2064127359-1621647306,16,5,4
2064127450-1616416993224,52,6,32
2064127861-1615689685016,17,7,17
2064128426-1618143788560,6,1,13
2064128426-1618401992086,134,19,48
2064128619-1616936993,32,35,61
2064128619-1617625174,36,33,55
2064128728-1620188215,85,9,23
2064128787-1605950473212,137,19,32
2064128787-1607255729277,78,9,35
2064128787-1615720111487,168,15,19
2064129119-1618146882714,75,2,24
2064129119-1618750055464,34,5,32
2064129119-1624188122144,60,4,7
2064129551-1618231297249,37,2,14
2064129558-1607681767867,124,15,11
2064129599-1621942550194,73,16,63
2064129694-1617878887808,18,6,39
2064129694-1618230471041,11,4,24
2064129987-1617013184306,28,9,29
2064130103-1621775027,18,4,4
2064130293-1604709556290,116,30,83
2064130293-1620904031733,99,14,86
2064131233-1621514656361,51,8,72
2064131233-1624281574942,37,4,21
2064131734-1619437759410,56,19,104
2064132020-1623760974552,67,2,10
2064132190-1617451431374,9,0,18
2064132537-1606623384097,20,14,20
2064132684-1615684213,76,31,46
2064132684-1620178286,119,38,76
2064132718-1618659341714,61,1,14
2064133787-1599483326876,25,1,9
2064133894-1607603237195,35,6,10
2064134100-1619438062,43,7,27
2064134385-1617280017144,25,8,33
2064134609-1617428087037,63,10,41
2064134613-1616501787440,18,3,20
2064134613-1622549981220,47,23,37
2064134831-1599899938433,81,88,86
2064134950-1619008386,24,15,42
2064134983-1598960269293,84,6,47
2064135224-1603458463844,75,2,24
2064135786-1619531869,3,3,0
2064135786-1620652028,29,25,31
2064135804-1615631318951,195,11,23
2064135804-1617445845353,162,3,23
2064135804-1618051608935,137,2,10
2064135804-1619260199903,185,3,16
2064136436-1623064775393,40,64,98
2064136708-1606905680674,70,82,47
2064136972-1617100288008,64,42,93
2064137042-1617881210760,21,20,16
2064137517-1616493780943,40,9,24
2064137517-1616586400250,50,2,15
2064137750-1619914590600,96,96,107
2064137750-1620088244299,75,101,104
2064137750-1621126840253,119,70,81
2064138019-1616501277,56,19,70
2064138019-1617018446,54,4,54
2064138181-1623064788395,31,8,51
2064139175-1591013059839,52,9,60
2064139175-1591271406838,98,19,70
2064139559-1619258078,315,36,146
2064139585-1618129004987,10,1,16
2064139738-1616587116304,68,2,20
2064139880-1617434155,75,11,32
2064139880-1618124259,163,19,122
2064139880-1618835377,130,16,47
2064140552-1620209036961,74,6,29
2064140729-1605878148104,44,18,23
2064141114-1618059840279,73,4,46
2064141722-1607166761991,132,8,21
2064141830-1616753090,14,12,15
2064141998-1591013363080,41,11,21
2064142076-1622638275312,24,46,146
2064142076-1624787034665,25,49,163
2064142261-1621431181360,28,1,7
2064142395-1620823657742,37,1,16
2064142589-1615901913380,16,3,16
2064142589-1616669238138,16,8,18
2064142589-1617712089455,62,10,54
2064142619-1620103355100,145,21,16
2064142619-1621042378739,39,6,0
2064142619-1621063823774,163,23,33
2064142619-1621427750467,58,6,8
2064143854-1620046202827,54,16,53
2064144550-1615899625576,66,9,43
2064144748-1599398363364,8,4,20
2064145217-1617451786118,36,7,63
2064145951-1620565831,64,21,42
2064146337-1591007995644,70,136,129
2064146337-1604709336222,149,67,89
2064146337-1604714477621,142,76,84
2064146337-1604734718209,195,22,48
2064146337-1606299777145,277,43,58
2064146337-1616839139352,91,61,70
2064146975-1617105229068,62,48,173
2064148102-1615980858612,38,1,16
2064148102-1616672657243,44,6,29
2064151024-1617111074344,18,31,33
2064151151-1607600074612,72,29,147
2064151634-1615376849,69,25,71
2064152114-1615375585163,52,25,27
2064153339-1617277274809,25,5,46
2064153339-1618401608314,46,1,13
2064153937-1619932523,95,5,41
2064155613-1617610609,52,33,16
2064155878-1616916576814,27,16,21
2064156772-1617449506921,37,36,64
2064156975-1615897014860,76,19,35
2064157069-1605013219395,31,8,4
2064159209-1616323100052,43,3,26
2064159784-1602151821660,56,7,19
2064159784-1620106952520,72,9,37
2064160508-1607763381354,25,2,12
2064160717-1616158325758,25,3,8
2064162546-1615635791926,74,9,63
2064162546-1615807992943,54,22,54
2064162546-1617105454085,70,8,23
2064162855-1617277761,146,0,3
2064162864-1598954653665,30,5,16
2064162864-1598956175061,11,7,16
2064162864-1598957068743,23,0,1
2064162864-1598958178336,109,5,15
2064162864-1599048386337,115,11,32
2064162864-1599384250424,109,15,16
2064162864-1599567457751,19,3,0
2064162864-1599568568245,123,36,37
2064162864-1599650305257,44,11,28
2064162864-1599653389370,32,11,32
2064162864-1599895970366,96,12,14
2064162864-1599899841215,99,4,16
2064162864-1600080401386,112,7,23
2064162864-1600168054171,139,3,14
2064162864-1600252304332,87,9,32
2064162864-1600598134706,51,4,22
2064162864-1600686689797,87,5,23
2064162864-1600773313653,84,1,28
2064164168-1616411277893,38,2,11
2064164168-1617584781902,7,6,12
2064165088-1617587154970,99,8,14
2064165088-1623662895385,57,8,11
2064165147-1617019942213,84,11,28
2064165326-1616418829397,16,1,13
2064165856-1604923342166,86,26,52
2064166363-1606546111828,70,66,100
2064166363-1616223259410,72,56,170
2064166363-1618623346114,72,25,48
2064166647-1617796073399,125,17,34
2064166647-1618314299111,112,16,24
2064166647-1618833776985,118,16,21
2064166647-1619005577668,108,9,22
2064166647-1619437852015,90,12,24
2064167816-1600579381785,9,0,9
2064168124-1607736683492,68,75,38
2064168124-1617107719236,69,12,15
2064168455-1622940966345,34,1,10
2064169745-1617435631522,60,141,74
2064169907-1617103077300,37,39,25
2064170468-1618021857136,52,132,28
2064170468-1618398038512,71,39,40
2064170852-1601861056541,16,0,5
2064170852-1603010431530,18,3,9
2064170852-1606611966301,35,3,19
2064171596-1620187002063,41,8,52
2064171596-1620474987521,22,17,47
2064171596-1623065830909,67,9,67
2064173741-1616899562565,93,15,58
2064173741-1617275514315,24,11,29
2064173741-1621161256902,98,13,62
2064173741-1621690858035,79,58,62
2064174476-1622280002615,55,13,36
2064175060-1616295665892,19,12,34
2064175146-1617445834440,79,5,74
2064175146-1621039236914,51,7,39
2064176265-1615613432,50,62,136
2064176827-1607748838078,144,9,45
2064176827-1615895698343,100,7,30
2064176827-1616068500445,129,11,28
2064176827-1616759925910,135,39,36
2064176827-1617280156820,83,1,17
2064176827-1617520197851,129,7,18
2064176827-1617710503319,136,10,33
2064177091-1616292840,119,27,81
2064177649-1615634619079,189,17,62
2064178094-1615549307229,90,21,38
2064178094-1616155097035,132,43,52
2064178094-1616761829483,118,17,59
2064178094-1616832211702,119,95,92
2064178470-1618053388,38,9,55
2064179229-1617412865366,21,45,130
2064179280-1615720119078,26,13,37
2064179325-1620650972009,59,29,62
2064179646-1618737830413,65,35,25
2064180098-1621667675178,77,20,20
2064180220-1620652564489,89,7,21
2064180689-1617280672672,54,11,67
2064180689-1617887653730,67,8,37
2064181900-1621428849512,19,1,7
2064181912-1617410721588,23,27,28
2064181987-1617109805226,48,6,19
2064182101-1607825203042,105,12,28
2064182274-1606637282217,88,8,47
2064183050-1620522479079,70,11,81
2064183698-1602327202244,73,13,39
2064183852-1607763849285,109,18,88
2064184085-1608723555,164,61,95
2064184924-1616415946739,130,7,42
2064184954-1620192754,128,24,115
2064185279-1605091934455,119,3,51
2064185801-1615703906252,108,8,43
2064185973-1604923920402,95,13,36
2064186454-1622120075857,12,0,19
2064186788-1622972853926,54,6,23
2064187289-1615552682483,59,4,6
2064187289-1615641623531,50,3,13
2064187344-1615468138168,109,10,52
2064187344-1617285466690,59,3,9
2064188205-1598954782110,33,0,10
2064188414-1617022737,21,3,23
2064188476-1617622747619,34,2,23
2064188500-1615548640874,83,6,21
2064188500-1616758341997,126,7,9
2064188543-1620545256038,67,3,36
2064188643-1617712388782,53,49,53
2064189174-1617017881029,54,5,42
2064189299-1615715452470,90,8,31
2064189786-1617279663111,60,5,54
2064190447-1617453687811,59,20,58
2064190835-1591271582326,69,25,102
2064191468-1615638990474,48,10,38
2064191468-1616328109642,23,9,50
2064191761-1622551481884,34,12,21
2064192320-1618924982960,51,18,17
2064192767-1615986663024,49,3,9
2064192994-1617613098148,30,3,20
2064193139-1618127368144,113,13,51
2064193308-1617020848722,11,31,81
2064193868-1621164439233,11,2,9
2064194280-1619256448677,68,2,19
2064195005-1620647943117,52,17,44
2064195054-1615982701,86,20,47
2064195054-1617276933,59,7,19
2064195994-1621432394859,13,8,13
2064196053-1618231879,35,43,82
2064196310-1617710985893,31,21,63
2064196472-1617024551801,45,10,32
2064196707-1620207495616,22,1,6
2064197162-1618130497729,59,2,28
2064197284-1618140674492,102,33,121
2064197284-1621076504948,73,27,66
2064198088-1607948715355,14,5,16
2064198150-1618230387087,133,18,55
2064198236-1619091801428,62,16,44
2064198236-1621860623750,39,103,170
2064198236-1621947262012,70,24,126
2064200111-1605938927212,176,20,65
2064200477-1618108570951,39,48,101
2064200830-1604926723724,56,11,70
2064201565-1615814884549,31,7,47
2064202072-1602337367976,9,2,23
2064202072-1615718637121,84,3,36
2064202072-1615896981689,51,8,20
2064202072-1616291745761,95,35,82
2064202072-1616312103910,67,2,10
2064202072-1616672187639,36,2,2
2064202072-1616674717221,75,4,30
2064202747-1615553787,41,15,24
2064202752-1616069605585,9,3,5
2064203066-1621427697566,32,13,75
2064203066-1621514557251,46,5,22
2064203410-1615978388281,121,20,70
2064203410-1616065009061,31,16,31
2064203855-1606560056405,110,60,95
2064204050-1616506243480,60,7,28
2064204130-1618143402134,36,5,24
2064205449-1607512685907,46,6,15
2064205979-1616846093439,69,32,50
2064205979-1617534135441,155,14,96
2064206554-1621766452899,2,0,3
2064209879-1615898910980,89,5,40
2064209879-1621429963129,20,1,5
2064209879-1621517176227,8,1,1
2064210228-1617497809,55,180,233
2064211094-1591094226918,65,7,44
2064212375-1620089618,67,18,79
2064213073-1618708861512,46,2,24
2064213368-1608446717004,105,3,20
2064215248-1607250633,43,5,27
2064215248-1607688089,35,6,32
2064217355-1616674459813,55,12,46
2064220549-1615626264811,11,3,2
2064221921-1618662652414,25,6,26
2064223233-1599131713826,9,2,4
2064224763-1623633920,50,174,213
2064224997-1607597802,19,154,93
2064224997-1617021857,62,2,22
2064224997-1618747180,71,14,9
2064225743-1615640221,111,4,30
2064231320-1615383065,17,2,17
2064233676-1617367773064,44,25,63
2064235267-1601036832,15,9,6
2064238494-1591783285719,21,12,33
2064239600-1615720621183,4,1,10
2064240926-1616203618818,15,1,10
2064242142-1605267630771,57,75,144
2080903983-1615722444587,82,30,120
2080903983-1616327995778,64,25,83
2080903983-1621250121539,12,8,14
2080903983-1623065245018,70,1,24
2080903983-1623840028368,49,4,17
2080911934-1605093658099,99,6,59
2080911934-1617277621912,52,11,43
2080911934-1624280693697,79,10,24
2080914755-1621735854563,32,2,12
2080930129-1616762108878,110,7,28
2080935822-1617618968610,68,17,75
2080938423-1607152446635,26,1,24
2080944870-1607258191797,43,6,22
2080944870-1607601793288,69,4,82
2080944870-1607607473388,36,2,46
2080945292-1617433860280,67,54,93
2080945612-1618316180794,60,7,41
2080945995-1618716280886,34,26,30
2080946226-1617450895452,51,8,14
2080948496-1601084919708,15,3,21
2080948856-1615983680797,16,4,23
2080950522-1617279669175,7,35,77
2080950910-1617625669474,47,17,56
2080952875-1615638113505,20,4,31
2080953199-1615549191212,39,2,3
2080954526-1617409891982,125,56,78
2080956321-1618922301464,23,35,54
2080956738-1615623170515,19,9,8
2080956738-1618627211794,18,0,4
2080960142-1616761773729,91,9,19
2080960142-1617366924293,97,5,30
2080960142-1617409813163,99,2,64
2080960142-1618014574691,227,10,90
2080960385-1617626141515,22,4,24
2080964093-1615379159783,16,15,73
2080964093-1615812308332,11,8,49
2080964093-1616502028003,21,13,43
2080969413-1601089984485,13,2,7
2080969890-1615711988636,90,17,40
2080969890-1615983574500,67,20,51
2080969890-1618743553930,60,36,88
2080970226-1619852341039,126,28,97
2080971491-1605318412,83,48,64
2080974765-1622985585504,13,58,63
2080975844-1620734287,2,4,18
2080976638-1617277855447,33,21,29
2080977243-1616286638476,238,12,52
2080977243-1618122451458,75,9,15
2080977307-1617413146870,46,7,6
2080977312-1617449765488,36,14,10
2080977368-1624789679112,26,6,11
2080978058-1604317280676,4,3,12
2080978155-1619097251078,12,12,19
2080978622-1608468466058,96,71,68
2080978639-1621861104,60,18,37
2080978803-1617108976286,31,14,18
2080978907-1620393591,24,58,57
2080979170-1617520865525,185,8,43
2080979170-1617525671396,65,7,7
2080979840-1616326648597,23,5,5
2080981063-1618129287416,113,13,56
2080982148-1620649777,33,23,53
2080984728-1618399439116,124,15,41
2080986162-1615897667658,114,4,19
2080986275-1618057839217,100,4,39
2080986665-1621427585,60,1,11
2080986665-1621514278,39,0,9
2080987697-1617455082778,49,48,67
2080987697-1623757294714,17,65,111
2080988712-1622275793,93,19,88
2080989313-1616500610086,99,4,22
2080989313-1617023239,46,12,38
2080989313-1620217817882,82,3,26
2080989423-1617879662681,40,4,42
2080990059-1617280936,37,5,41
2080990452-1615980027796,91,12,116
2080991459-1618115896747,152,19,36
2080991753-1617280597409,30,6,55
2080991753-1618134146837,63,20,44
2080993701-1618572780900,24,5,26
2080993906-1617799813792,39,3,22
2080994293-1606128738,4,18,19
2080996722-1608463392048,2,1,5
2080997360-1620564833718,43,4,16
2080997360-1620825724413,29,6,8
2080997449-1617621715229,35,8,17
2080998937-1615373438301,116,14,53
2080998937-1615622912585,84,21,47
2080998937-1617277055,60,19,29
2080998937-1617794815925,56,18,52
2080999354-1620646644557,16,3,10
2080999381-1607156716764,51,11,101
2081001218-1618728701603,26,9,7
2081001264-1617359796352,52,110,112
2081003331-1610974500557,22,7,38
2081003331-1617498798742,43,27,73
2081005098-1622722045245,7,2,12
2081006640-1617616772355,75,45,86
2081006683-1605784884594,35,244,252
2081006759-1616826684884,15,11,39
2081006759-1617453099291,35,6,27
2081006759-1622944926506,28,5,36
2081006759-1623498076890,96,30,79
2081007225-1618132344912,103,16,66
2081007874-1615812996912,100,17,35
2081007874-1621430813119,19,0,5
2081007876-1607862443244,62,20,107
2081007892-1608423043821,146,20,32
2081007903-1616504509768,59,19,36
2081008346-1604921990823,43,193,275
2081008695-1607136897237,87,15,64
2081008883-1616582052,107,19,3
2081009168-1604403795332,8,1,2
2081009168-1616299448008,100,10,10
2081009344-1606039162613,111,11,27
2081009453-1609329420840,31,2,15
2081009828-1617016151551,40,18,54
2081010288-1615901177240,35,14,26
2081010379-1617456610927,61,12,41
2081010836-1618746499017,17,19,26
2081011010-1601125161304,40,29,126
2081012159-1616913669,58,14,36
2081012465-1605012143345,92,9,104
2081012465-1617024891518,55,8,31
2081012592-1606825428592,14,10,79
2081012766-1605271318,75,64,72
2081013534-1617413461971,70,19,86
2081013643-1617277484,11,18,64
2081013811-1622637366,85,9,31
2081014758-1621131909432,35,14,26
2081014814-1617020234464,45,13,26
2081014814-1617623472847,41,13,41
2081015183-1615617667451,46,20,44
2081015183-1617879863456,89,6,72
2081015183-1620173049407,123,2,50
2081015329-1617190199775,29,45,38
2081015567-1608962635620,37,2,43
2081016268-1615892296626,67,24,165
2081016890-1616411159905,17,11,26
2081016891-1609065015,13,6,11
2081017511-1617194397178,63,3,15
2081017825-1621514398236,79,2,14
2081018077-1621430674422,18,35,32
2081018647-1608451787,58,11,50
2081019040-1616762536,32,2,13
2081019259-1624684799092,76,4,22
2081019520-1616759695453,87,50,74
2081019520-1618099477718,152,45,64
2081019963-1608817489415,18,2,14
2081020174-1616239844,100,37,56
2081020203-1601206636038,6,1,3
2081020424-1617106666,55,24,186
2081020424-1617283615,33,6,35
2081020424-1618017293,135,14,68
2081020569-1615691203999,100,9,16
2081020575-1622897582397,23,25,43
2081020595-1615376335757,78,3,24
2081020595-1616497336108,100,32,43
2081020595-1623240142572,38,10,34
2081020618-1622122265272,5,12,25
2081020874-1605697312066,24,13,74
2081021322-1623152065582,48,9,28
2081022090-1615641638,11,3,7
2081022393-1618664735150,10,1,0
2081022470-1618836583403,76,1,3
2081024542-1621125408,66,66,65
2081024624-1616852542213,33,19,5
2081026439-1624100829914,35,4,34
2081027115-1617011641,14,51,23
2081027558-1617017601295,40,3,15
2081027558-1620541457175,45,29,67
2081028988-1617602228,131,4,20
2081029347-1617428395448,50,13,31
2081029400-1619231573,9,19,24
2081030971-1605177826,72,37,115
2081030971-1606525995,127,22,37
2081030971-1617282601972,41,11,49
2081032148-1621158819956,12,3,5
2081032277-1618016470,112,3,74
2081032644-1621344932,4,0,17
2081032898-1621734236436,36,0,11
2081032955-1601121715413,51,9,55
2081033592-1617192737,33,28,31
2081033622-1616294399591,17,0,10
2081033841-1617714207047,52,11,55
2081034454-1617587301,76,9,45
2081035284-1606392851889,87,14,58
2081035284-1616895499159,26,20,14
2081035284-1618101319242,4,0,0
2081035762-1604580141875,21,8,37
2081036231-1607852098645,45,3,34
2081036363-1606621036645,78,13,38
2081036404-1617625618509,79,39,71
2081036554-1616505444,18,0,1
2081036554-1617426940,61,60,83
2081036897-1618720876253,28,5,8
2081036943-1617444416635,109,13,46
2081037241-1601293848197,27,2,18
2081037241-1607435334967,24,0,11
2081037666-1617106833,155,2,51
2081037666-1617370116,36,8,38
2081037755-1615984064784,109,42,78
2081037755-1616412171707,66,34,52
2081037755-1617022069300,92,17,55
2081037755-1617194205007,77,29,61
2081037755-1617436336781,131,9,50
2081037755-1617622211621,124,10,31
2081037755-1623323383239,78,10,39
2081037755-1624105477595,112,26,23
2081037755-1624795297072,56,4,19
2081040257-1616330506314,15,7,11
2081040369-1622876343411,34,44,53
2081040479-1615463613009,118,2,17
2081040479-1616152447034,60,5,6
2081040479-1616154529768,71,2,9
2081040479-1617195823,88,1,12
2081040887-1615708931173,21,4,25
2081040955-1616241658880,90,66,124
2081041468-1616907443947,47,11,62
2081041488-1606997445,73,68,80
2081042375-1624704500759,16,17,28
2081042444-1604708501901,29,3,51
2081042656-1617452462433,71,19,44
2081043636-1617195667038,35,28,24
2081043641-1606474567348,58,28,60
2081043685-1619848802012,96,5,20
2081043830-1608987937,75,4,12
2081044254-1617626434348,48,5,34
2081044254-1617715015001,44,7,24
2081044867-1606127301421,37,5,14
2081045281-1617621903143,45,16,54
2081045281-1620301290462,64,5,4
2081046751-1618142594,42,5,63
2081046756-1616331299165,76,31,86
2081047062-1617542636707,25,1,15
2081047062-1620558027953,64,10,23
2081047466-1615464834118,55,21,44
2081048508-1617105731479,40,0,39
2081049815-1617432515593,41,20,51
2081050169-1618746666553,33,7,46
2081050697-1617277943141,38,18,40
2081050853-1616757848,102,26,56
2081051208-1608808672167,5,5,2
2081051867-1620561610210,53,2,21
2081052427-1620993894744,49,13,72
2081053073-1620116815424,32,6,34
2081053456-1601989232,44,2,7
2081053456-1603193210,126,15,67
2081053745-1605944159,87,25,68
2081054199-1617455901,59,5,56
2081057846-1621157051,15,5,11
2081058018-1605617985,20,9,27
2081058018-1605702705,3,1,14
2081058018-1605791912,28,8,46
2081058018-1606049640,3,1,15
2081058018-1606049976,35,14,46
2081058018-1606130867,53,33,80
2081058018-1606303863,4,3,15
2081058018-1606308930,16,14,33
2081058018-1606310630,6,11,48
2081058018-1606387422453,4,7,19
2081058018-1606558069,301,76,62
2081058018-1606736251,9,9,19
2081058018-1606742548,11,6,23
2081058018-1606910982341,13,15,6
2081058018-1607337269,24,3,11
2081058018-1607606960825,3,17,1
2081058018-1607693919234,24,10,38
2081058018-1607951464590,20,11,6
2081058018-1608115110430,7,6,8
2081058194-1618573882659,81,49,108
2081058194-1618708138320,91,12,63
2081058474-1615464957482,67,16,40
2081060200-1622965030,41,27,78
2081061929-1615373191123,40,44,15
2081061929-1615375246760,43,39,98
2081061929-1615458137996,15,23,8
2081061929-1615622319904,1,0,2
2081061929-1615623800856,68,10,58
2081061929-1615636847862,7,5,22
2081061929-1615688492714,84,55,53
2081061929-1615691943006,34,17,56
2081061929-1615701710995,52,16,28
2081061929-1616208506778,74,68,201
2081061929-1616235773510,44,22,70
2081061929-1617189335699,23,55,70
2081061929-1617276119802,165,47,103
2081061929-1617369158459,85,12,57
2081061929-1617516126505,35,15,47
2081061929-1617523448031,61,16,37
2081061929-1617536792113,43,10,36
2081061929-1618031255068,7,1,1
2081061929-1618034012216,22,1,6
2081061929-1618139651934,13,3,8
2081061929-1618623214842,60,17,79
2081061929-1618629810605,15,24,26
2081061929-1618634562965,26,9,18
2081061929-1618655606763,91,30,185
2081061929-1618741240130,15,45,53
2081063089-1605921424566,85,77,140
2081063279-1624618235989,41,7,22
2081063758-1602502684,25,9,18
2081064248-1602241843,19,3,21
2081065058-1617606671995,63,31,72
2081067653-1621141545281,170,2,58
2081068141-1619003037804,7,0,3
2081069081-1606133737,77,10,39
2081069166-1606031182319,56,39,85
2081071432-1621760769876,15,0,3
2081071600-1617275623,19,21,77
2081071600-1619441925,56,9,39
2081072911-1616313579,6,23,52
2081072955-1607860560079,5,4,6
2081074748-1605096215969,123,11,62
2081075159-1605321170444,166,26,139
2081076255-1606902181482,97,12,74
2081076801-1615982595757,24,1,15
2081079569-1617535565,66,7,32
2081083124-1617013588,62,15,31
2081085618-1607842236369,52,9,34
2081087014-1621435688299,19,8,18
2081089626-1619355013,56,7,28
2081092312-1616501418103,5,1,11
2081092312-1617280127931,62,0,54
2081092930-1618402438099,118,13,55
2081092930-1619523855150,123,10,47
2081092930-1619827671024,183,14,45
2081093687-1607600911723,54,16,60
2081112942-1605529883551,25,3,14
2082355640-1617539454176,110,31,92
2082447627-1622545679457,73,37,35
